"","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"1916","G04001302168512","040132168512","4","1"
"1917","G04001302168513","040132168513","1","1"
"1918","G04001302168514","040132168514","2","1"
"1919","G04001302168521","040132168521","35","4"
"1920","G04001302168522","040132168522","36","4"
"1921","G04001302168523","040132168523","36","4"
"1922","G04001302168531","040132168531","27","3"
"1923","G04001302168532","040132168532","16","2"
"1924","G04001302168533","040132168533","16","2"
"1925","G04001302168534","040132168534","39","5"
"1926","G04001302168541","040132168541","4","1"
"1927","G04001302168542","040132168542","2","1"
"1928","G04001302168551","040132168551","8","1"
"1929","G04001302168552","040132168552","3","1"
"1930","G04001302168561","040132168561","24","3"
"1931","G04001302168562","040132168562","16","2"
"1932","G04001302168571","040132168571","39","5"
"1933","G04001302168572","040132168572","27","3"
"1934","G04001302168573","040132168573","31","4"
"1935","G04001302168581","040132168581","PH","PH"
"1936","G04001302168591","040132168591","4","1"
"1937","G04001302168592","040132168592","4","1"
"1938","G04001302168593","040132168593","6","1"
"1939","G04001302168601","040132168601","11","1"
"1940","G04001302168602","040132168602","21","2"
"1941","G04001302168611","040132168611","10","1"
"1942","G04001302168612","040132168612","10","1"
"1943","G04001302168613","040132168613","6","1"
"1944","G04001302169011","040132169011","27","3"
"1945","G04001302169012","040132169012","16","2"
"1946","G04001302169013","040132169013","28","3"
"1947","G04001302169021","040132169021","11","1"
"1948","G04001302169022","040132169022","22","2"
"1949","G04001302170011","040132170011","31","4"
"1950","G04001302170012","040132170012","29","3"
"1951","G04001302170013","040132170013","11","1"
"1952","G04001302170014","040132170014","23","2"
"1953","G04001302170015","040132170015","21","2"
"1954","G04001302170016","040132170016","21","2"
"1955","G04001302170021","040132170021","19","2"
"1956","G04001302170022","040132170022","28","3"
"1957","G04001302170023","040132170023","29","3"
"1958","G04001302170024","040132170024","28","3"
"1959","G04001302171011","040132171011","14","1"
"1960","G04001302171012","040132171012","67","8"
"1961","G04001302171013","040132171013","19","2"
"1962","G04001302171021","040132171021","12","1"
"1963","G04001302171022","040132171022","15","1"
"1964","G04001302172011","040132172011","23","2"
"1965","G04001302172012","040132172012","23","2"
"1966","G04001302172031","040132172031","45","6"
"1967","G04001302172032","040132172032","29","3"
"1968","G04001302172033","040132172033","31","4"
"1969","G04001302172034","040132172034","17","2"
"1970","G04001302172041","040132172041","36","4"
"1971","G04001302172042","040132172042","41","5"
"1972","G04001302172043","040132172043","40","5"
"1973","G04001302173001","040132173001","8","1"
"1974","G04001302173002","040132173002","8","1"
"1975","G04001302173003","040132173003","8","1"
"1976","G04001302173004","040132173004","8","1"
"1977","G04001302174001","040132174001","20","2"
"1978","G04001302174002","040132174002","20","2"
"1979","G04001302174003","040132174003","20","2"
"1980","G04001302174004","040132174004","20","2"
"1981","G04001302175011","040132175011","27","3"
"1982","G04001302175012","040132175012","31","4"
"1983","G04001302175013","040132175013","27","3"
"1984","G04001302175021","040132175021","21","2"
"1985","G04001302175022","040132175022","21","2"
"1986","G04001302175023","040132175023","22","2"
"1987","G04001302176001","040132176001","39","5"
"1988","G04001302176002","040132176002","37","5"
"1989","G04001302176003","040132176003","37","5"
"1990","G04001302177001","040132177001","16","2"
"1991","G04001302177002","040132177002","22","2"
"1992","G04001302177003","040132177003","25","3"
"1993","G04001302178001","040132178001","23","2"
"1994","G04001302178002","040132178002","24","3"
"1995","G04001302178003","040132178003","20","2"
"1996","G04001302178004","040132178004","22","2"
"1997","G04001302179001","040132179001","24","3"
"1998","G04001302179002","040132179002","21","2"
"1999","G04001302179003","040132179003","20","2"
"2000","G04001302180001","040132180001","23","2"
"2001","G04001302180002","040132180002","22","2"
"2002","G04001302180003","040132180003","23","2"
"2003","G04001302180004","040132180004","23","2"
"2004","G04001302181001","040132181001","21","2"
"2005","G04001302181002","040132181002","28","3"
"2006","G04001302182001","040132182001","20","2"
"2007","G04001302182002","040132182002","34","4"
"2008","G04001302182003","040132182003","26","3"
"2009","G04001302182004","040132182004","16","2"
"2010","G04001302183001","040132183001","89","10"
"2011","G04001302183002","040132183002","55","7"
"2012","G04001302183003","040132183003","33","4"
"2013","G04001303184001","040133184001","44","6"
"2014","G04001303184002","040133184002","46","6"
"2015","G04001303184003","040133184003","32","4"
"2016","G04001303184004","040133184004","43","6"
"2017","G04001303184005","040133184005","44","6"
"2018","G04001303184006","040133184006","38","5"
"2019","G04001303185011","040133185011","43","6"
"2020","G04001303185012","040133185012","34","4"
"2021","G04001303185013","040133185013","27","3"
"2022","G04001303187001","040133187001","GQ","GQ"
"2023","G04001303187002","040133187002","37","5"
"2024","G04001303188001","040133188001","44","6"
"2025","G04001303188002","040133188002","41","5"
"2026","G04001303188003","040133188003","45","6"
"2027","G04001303188004","040133188004","41","5"
"2028","G04001303189001","040133189001","37","5"
"2029","G04001303189002","040133189002","31","4"
"2030","G04001303189003","040133189003","32","4"
"2031","G04001303189004","040133189004","37","5"
"2032","G04001303190011","040133190011","GQ-PH","GQ-PH"
"2033","G04001303190021","040133190021","GQ","GQ"
"2034","G04001303190022","040133190022","21","2"
"2035","G04001303191011","040133191011","40","5"
"2036","G04001303191012","040133191012","42","5"
"2037","G04001303191013","040133191013","GQ","GQ"
"2038","G04001303191031","040133191031","67","8"
"2039","G04001303191032","040133191032","61","8"
"2040","G04001303191033","040133191033","68","9"
"2041","G04001303191041","040133191041","45","6"
"2042","G04001303191042","040133191042","42","5"
"2043","G04001303191043","040133191043","41","5"
"2044","G04001303191044","040133191044","47","6"
"2045","G04001303192011","040133192011","50","7"
"2046","G04001303192012","040133192012","40","5"
"2047","G04001303192013","040133192013","39","5"
"2048","G04001303192014","040133192014","76","9"
"2049","G04001303192021","040133192021","55","7"
"2050","G04001303192022","040133192022","46","6"
"2051","G04001303193001","040133193001","65","8"
"2052","G04001303193002","040133193002","58","8"
"2053","G04001303194011","040133194011","33","4"
"2054","G04001303194012","040133194012","33","4"
"2055","G04001303194013","040133194013","33","4"
"2056","G04001303194014","040133194014","33","4"
"2057","G04001303194015","040133194015","33","4"
"2058","G04001303194021","040133194021","25","3"
"2059","G04001303194022","040133194022","36","4"
"2060","G04001303194031","040133194031","34","4"
"2061","G04001303194032","040133194032","31","4"
"2062","G04001303194033","040133194033","32","4"
"2063","G04001303194034","040133194034","31","4"
"2064","G04001303194041","040133194041","27","3"
"2065","G04001303194042","040133194042","GQ","GQ"
"2066","G04001303195001","040133195001","34","4"
"2067","G04001303195002","040133195002","33","4"
"2068","G04001303195003","040133195003","35","4"
"2069","G04001303195004","040133195004","35","4"
"2070","G04001303196001","040133196001","15","1"
"2071","G04001303196002","040133196002","26","3"
"2072","G04001303196003","040133196003","28","3"
"2073","G04001303196004","040133196004","20","2"
"2074","G04001303197051","040133197051","38","5"
"2075","G04001303197052","040133197052","46","6"
"2076","G04001303197053","040133197053","44","6"
"2077","G04001303197061","040133197061","37","5"
"2078","G04001303197062","040133197062","33","4"
"2079","G04001303197063","040133197063","35","4"
"2080","G04001303197071","040133197071","PH","PH"
"2081","G04001303197081","040133197081","53","7"
"2082","G04001303197082","040133197082","97","10"
"2083","G04001303197083","040133197083","57","7"
"2084","G04001303197091","040133197091","PH","PH"
"2085","G04001303197101","040133197101","44","6"
"2086","G04001303198011","040133198011","36","4"
"2087","G04001303198012","040133198012","36","4"
"2088","G04001303198013","040133198013","35","4"
"2089","G04001303198021","040133198021","39","5"
"2090","G04001303198022","040133198022","44","6"
"2091","G04001303198023","040133198023","37","5"
"2092","G04001303199021","040133199021","41","5"
"2093","G04001303199022","040133199022","40","5"
"2094","G04001303199031","040133199031","28","3"
"2095","G04001303199032","040133199032","26","3"
"2096","G04001303199033","040133199033","23","2"
"2097","G04001303199034","040133199034","25","3"
"2098","G04001303199041","040133199041","26","3"
"2099","G04001303199042","040133199042","27","3"
"2100","G04001303199043","040133199043","31","4"
"2101","G04001303199051","040133199051","35","4"
"2102","G04001303199052","040133199052","24","3"
"2103","G04001303199053","040133199053","36","4"
"2104","G04001303199054","040133199054","24","3"
"2105","G04001303199061","040133199061","16","2"
"2106","G04001303199062","040133199062","13","1"
"2107","G04001303199071","040133199071","14","1"
"2108","G04001303199072","040133199072","5","1"
"2109","G04001303199081","040133199081","36","4"
"2110","G04001303199091","040133199091","16","2"
"2111","G04001303199101","040133199101","10","1"
"2112","G04001303199102","040133199102","13","1"
"2113","G04001303199103","040133199103","11","1"
"2114","G04001303200011","040133200011","33","4"
"2115","G04001303200012","040133200012","33","4"
"2116","G04001303200013","040133200013","33","4"
"2117","G04001303200014","040133200014","33","4"
"2118","G04001303200015","040133200015","33","4"
"2119","G04001303200021","040133200021","63","8"
"2120","G04001303200022","040133200022","63","8"
"2121","G04001303200023","040133200023","63","8"
"2122","G04001303200024","040133200024","63","8"
"2123","G04001303200071","040133200071","42","5"
"2124","G04001303200072","040133200072","43","6"
"2125","G04001303200073","040133200073","52","7"
"2126","G04001303200074","040133200074","42","5"
"2127","G04001303201001","040133201001","31","4"
"2128","G04001303201002","040133201002","29","3"
"2129","G04001304201041","040134201041","44","6"
"2130","G04001304201042","040134201042","46","6"
"2131","G04001304201043","040134201043","49","6"
"2132","G04001304201051","040134201051","36","4"
"2133","G04001304201052","040134201052","24","3"
"2134","G04001304201053","040134201053","17","2"
"2135","G04001304201054","040134201054","13","1"
"2136","G04001304201071","040134201071","14","1"
"2137","G04001304201072","040134201072","12","1"
"2138","G04001304201073","040134201073","14","1"
"2139","G04001304201081","040134201081","6","1"
"2140","G04001304201091","040134201091","11","1"
"2141","G04001304201092","040134201092","15","1"
"2142","G04001304201093","040134201093","18","2"
"2143","G04001304201101","040134201101","14","1"
"2144","G04001304201102","040134201102","15","1"
"2145","G04001304201111","040134201111","34","4"
"2146","G04001304201112","040134201112","38","5"
"2147","G04001304201113","040134201113","53","7"
"2148","G04001304201121","040134201121","35","4"
"2149","G04001304201122","040134201122","28","3"
"2150","G04001304201131","040134201131","86","10"
"2151","G04001304201132","040134201132","56","7"
"2152","G04001304201141","040134201141","36","4"
"2153","G04001304201142","040134201142","49","6"
"2154","G04001304201143","040134201143","40","5"
"2155","G04001304201144","040134201144","43","6"
"2156","G04001304201151","040134201151","83","10"
"2157","G04001304201152","040134201152","85","10"
"2158","G04001304201153","040134201153","77","9"
"2159","G04001304201161","040134201161","99","10"
"2160","G04001304201162","040134201162","97","10"
"2161","G04001304201163","040134201163","99","10"
"2162","G04001304202021","040134202021","46","6"
"2163","G04001304202022","040134202022","51","7"
"2164","G04001304202023","040134202023","51","7"
"2165","G04001304202061","040134202061","60","8"
"2166","G04001304202062","040134202062","38","5"
"2167","G04001304202063","040134202063","61","8"
"2168","G04001304202071","040134202071","13","1"
"2169","G04001304202072","040134202072","22","2"
"2170","G04001304202081","040134202081","35","4"
"2171","G04001304202082","040134202082","22","2"
"2172","G04001304202083","040134202083","39","5"
"2173","G04001304202091","040134202091","35","4"
